student_id,category,attempts,correct_ratio,avg_time_sec,hint_rate,repeat_rate,weak_label
S005,Security,23,0.029438211,30.89158873,0.344668334,0.426972146,1
S005,Hardware,21,0.08909829,36.65862137,0.501351748,0.492464537,1
S005,Software,14,0.016883776,42.22150112,0.510478455,0.543283006,1
S005,Data Representation,27,0.049681735,33.35622752,0.501104045,0.491701762,1
S005,Internet,25,0,33.31150721,0.530270581,0.442346972,1
S005,Databases,20,0.308145735,34.83281846,0.465708674,0.395345687,1
S005,Algorithms,11,0.116873151,34.32762927,0.485316478,0.410576496,1
S005,Ethics,17,0.211241362,35.79188823,0.389112212,0.413193773,1
S006,ICT & Society,22,0.132827092,26.84151907,0.442649314,0.432400695,1
S006,Networking,17,0.432514647,36.91127607,0.288327828,0.328278792,1
S006,Security,18,0.394274502,24.03496425,0.409294936,0.293866132,1
S006,Hardware,22,0.315882546,26.08582437,0.452987407,0.304946372,1
S006,Software,8,0.623296535,24.77416682,0.367822582,0.213335264,0
S006,Data Representation,22,0.124275434,40.70799791,0.419000521,0.277447438,1
S006,Internet,21,0.01596173,34.08643701,0.598273398,0.528288378,1
S006,Databases,16,0.414165607,32.72519499,0.252763902,0.318594531,0
S006,Algorithms,12,0.088334134,34.07931907,0.549531468,0.547194495,1
S006,Ethics,12,0.578550873,20.73187757,0.19192266,0.276071429,0
S007,ICT & Society,12,0.060213841,48.03202344,0.587751674,0.519207968,1
S007,Networking,13,0.004398953,36.35226929,0.604165153,0.58055433,1
S007,Security,20,0.019553243,33.80570848,0.384162985,0.402531098,1
S007,Hardware,14,0.111096851,40.39162914,0.446315837,0.388886749,1
S007,Software,9,0.088528206,35.99470699,0.447983221,0.364315574,1
S007,Data Representation,12,0,32.40004008,0.504291684,0.581002433,1
S007,Internet,18,0.063739411,38.20594683,0.590604393,0.515774209,1
S007,Databases,20,0.114858313,34.87413871,0.462325645,0.512229153,1
S007,Algorithms,26,0,34.89635917,0.696841109,0.613397168,1
S007,Ethics,22,0.267523422,37.57759681,0.52030366,0.455398746,1
S008,ICT & Society,23,0.183348904,38.24901118,0.611741445,0.467726771,1
S008,Networking,18,0.281063379,32.41498867,0.526201343,0.418514321,1
S008,Security,16,0.034368917,31.72046413,0.548716466,0.478969659,1
S008,Hardware,19,0.211027046,30.82719508,0.39016248,0.419025758,1
S008,Software,13,0.097337974,36.27696853,0.492458891,0.478929941,1
S008,Data Representation,22,0.225799411,29.72902321,0.428294013,0.48641978,1
S008,Internet,19,0.274257379,24.14349941,0.494626961,0.506296227,1
S008,Databases,24,0.208671589,44.06080345,0.497625065,0.569559448,1
S008,Algorithms,27,0.094531043,35.87886028,0.625837832,0.478924557,1
S008,Ethics,16,0.083042999,39.4478203,0.427480902,0.518811558,1
S009,ICT & Society,12,0.137631269,32.64084936,0.471713411,0.432648809,1
S009,Networking,11,0.094437988,35.80351056,0.510979289,0.453034231,1
S009,Security,16,0.138831091,36.54320215,0.406612007,0.388409517,1
S009,Hardware,25,0.268032231,31.98633016,0.415520907,0.438059791,1
S009,Software,7,0.289917534,35.0724136,0.422732498,0.442698343,1
S009,Data Representation,19,0.388172025,36.92697581,0.493601725,0.386695367,1
S009,Internet,6,0.405117121,37.91451045,0.349462085,0.336323242,1
S009,Databases,27,0.280271535,36.68597147,0.521560092,0.357482019,1
S009,Algorithms,12,0.225350508,37.03422302,0.475577761,0.456441075,1
S009,Ethics,27,0.058042653,34.30691567,0.531189647,0.588519523,1
S010,ICT & Society,16,0.938623415,20.00534871,0.021810292,0.063463522,0
S010,Networking,7,0.885190594,24.66647078,0.094997616,0.062941423,0
S010,Security,3,0.90393517,24.71824268,0.166860945,0.153735032,0
S010,Hardware,14,1,28.70569419,0.217093822,0.10360263,0
S010,Software,17,0.82911016,20.07335164,0.18131572,0.114980595,0
S010,Data Representation,21,0.762148316,28.11295161,0.128548626,0.029415471,0
S010,Internet,20,0.998094371,20.65196487,0.109284042,0.098508384,0
S010,Databases,9,0.902747185,27.99417056,0.193257328,0.119151812,0
S010,Algorithms,22,1,16.08616298,0.156066904,0.115216941,0
S010,Ethics,15,0.860575803,22.19999452,0.036743306,0.073436465,0
S011,ICT & Society,14,1,18.42862879,0.163327241,0.026324668,0
S011,Networking,16,1,19.23603111,0.076823254,0,0
S011,Security,26,0.926284893,25.04635116,0.097253912,0.050587653,0
S011,Hardware,3,0.823411412,22.77571487,0.087466378,0.043387742,0
S011,Software,7,0.949811586,25.06377857,0.203745713,0.169831516,0
S011,Data Representation,22,0.828606174,17.27025692,0.189430273,0.136064454,0
S011,Internet,7,1,19.68002473,0.149249729,0.041707517,0
S011,Databases,20,0.892963887,28.14310058,0.12053663,0.084860225,0
S011,Algorithms,11,1,19.71031832,0.088821165,0.057933572,0
S011,Ethics,20,0.481926193,32.08601625,0.361525196,0.264345212,1
S012,ICT & Society,21,0.851477949,22.75148671,0.257030397,0,0
S012,Networking,3,0.797379198,18.5527297,0.297347856,0.22892489,0
S012,Security,9,0.674749626,19.46905006,0.201028369,0.217778386,0
S012,Hardware,13,0.550547161,28.95882405,0.242451219,0.261059473,0
S012,Software,6,0.706511934,34.22599292,0.37989955,0.149293166,0
S012,Data Representation,15,0.361450255,31.55319685,0.360035775,0.306883245,1
S012,Internet,8,0.953451593,16.62368646,0,0,0
S012,Databases,7,1,22.84761842,0.177045732,0.048757274,0
S012,Algorithms,6,0.465999272,23.3172182,0.306533621,0.27811449,0
S012,Ethics,17,0.927657627,19.10519742,0.278774251,0.114286027,0
S013,ICT & Society,23,0.441609265,28.91019305,0.42056417,0.306881895,1
S013,Networking,13,0.436608122,31.84336441,0.434089449,0.308936694,1
S013,Security,25,0.532030533,36.34314928,0.341147571,0.337514277,0
S013,Hardware,23,0.400865349,35.16203165,0.22945201,0.190689239,1
S013,Software,26,0.613795173,28.86788792,0.278383309,0.237895214,0
S013,Data Representation,10,0.50962949,23.39861106,0.284709294,0.115390776,0
S013,Internet,21,0.107164935,30.54470521,0.327569925,0.394974192,1
S013,Databases,22,0.557806059,22.59043142,0.384691147,0.223702499,0
S013,Algorithms,10,0.158290425,32.23420636,0.462757823,0.252080754,1
S013,Ethics,11,0.421112092,33.6157392,0.537249411,0.312266889,1
S014,ICT & Society,13,0.389830451,33.53799684,0.340308182,0.284697014,1
S014,Networking,21,0.828608029,20.36510336,0.135217714,0.114615069,0
S014,Security,14,0.109498645,39.6873983,0.534059948,0.459686205,1
S014,Hardware,12,0.547616589,30.9119476,0.327826845,0.290374942,1
S014,Software,14,0.092003295,41.9620939,0.458982499,0.481253666,1
S014,Data Representation,13,0.733168923,29.28930745,0.182160077,0.106323582,0
S014,Internet,13,0.873532393,23.69486182,0.138258895,0.135381692,0
S014,Databases,3,0.551359776,35.31070192,0.294847275,0.432826237,1
S014,Algorithms,13,0.540282037,30.94398918,0.30078169,0.357164085,1
S014,Ethics,17,0.538903474,20.61245394,0.29307459,0.233045503,0
S015,ICT & Society,21,0.354002668,33.02535768,0.457439132,0.524125613,1
S015,Networking,18,0.036561374,36.50428993,0.640162538,0.479630736,1
S015,Security,14,0.068745723,37.54043722,0.551853529,0.434724785,1
S015,Hardware,21,0.151754601,37.53120391,0.403996791,0.463664987,1
S015,Software,24,0.064905352,39.41496854,0.593712382,0.552943635,1
S015,Data Representation,12,0,38.86588969,0.536563361,0.441984984,1
S015,Internet,16,0.096954155,33.08662204,0.569134696,0.449477298,1
S015,Databases,27,0.030428026,39.22828347,0.606803473,0.560023378,1
S015,Algorithms,8,0.044866493,29.30139748,0.294355767,0.388076403,1
S015,Ethics,24,0,38.25139469,0.527878323,0.452705957,1
S016,ICT & Society,11,0.146451263,37.71141358,0.619270678,0.515922161,1
S016,Networking,22,0.109998076,39.04953521,0.442663974,0.428982603,1
S016,Security,11,0.188943039,35.41127062,0.476340424,0.447361651,1
S016,Hardware,18,0.278025599,36.02506535,0.332429168,0.37483051,1
S016,Software,22,0.2426837,26.33230896,0.500470056,0.492037739,1
S016,Data Representation,21,0,40.51959674,0.459613643,0.428771364,1
S016,Internet,21,0.450553678,31.22950486,0.451543635,0.244923958,1
S016,Databases,20,0.293579793,36.70529402,0.478540222,0.395870227,1
S016,Algorithms,9,0.188524754,47.16008865,0.380958553,0.447238707,1
S016,Ethics,15,0.155671382,40.15738688,0.35007157,0.526090268,1
S017,ICT & Society,14,0.936941137,15.52102447,0.222976788,0.134631136,0
S017,Networking,18,0.823953783,20.4823325,0.099562391,0.151729126,0
S017,Security,18,0.800042954,16.97795007,0.204474913,0.043653295,0
S017,Hardware,8,1,25.20614766,0.069242004,0.09890598,0
S017,Software,17,0.675306248,25.70722381,0.168519483,0.285150581,0
S017,Data Representation,9,0.800240914,27.64604975,0.129938959,0.175966604,0
S017,Internet,9,0.613141592,22.97533511,0.152627529,0.216041018,0
S017,Databases,23,0.097093779,36.27810774,0.353288464,0.446764791,1
S017,Algorithms,8,0.676965729,24.95035946,0.15286981,0.0689298,0
S017,Ethics,5,0.886479864,17.9888803,0.149728539,0.27218643,0
S018,ICT & Society,7,0.632293053,25.83878782,0.180888482,0.19665227,0
S018,Networking,18,0.724644833,30.41066492,0.242922246,0.099043861,0
S018,Security,23,0.532794591,24.91271898,0.245330376,0.209436793,0
S018,Hardware,16,0.674375733,21.39335048,0.205797438,0.176243953,0
S018,Software,10,0.934806282,23.54852887,0.238172725,0.119417408,0
S018,Data Representation,9,0.259104947,37.4408037,0.43833625,0.344621402,0
S018,Internet,11,0.823025794,27.71820181,0.09190339,0.158074387,0
S018,Databases,15,0.289800122,30.1792505,0.384247676,0.355643446,1
S018,Algorithms,13,0.525235361,28.73080283,0.371944777,0.153104448,0
S018,Ethics,19,0.523624159,33.23043197,0.366535853,0.275711124,0
S019,ICT & Society,20,0.699756669,24.22153342,0.279562053,0.295881167,0
S019,Networking,18,0.908384754,20.615761,0.229961351,0.058926301,0
S019,Security,10,0.81448249,18.91962857,0.161748289,0.192247506,0
S019,Hardware,21,0.570157146,26.18270016,0.334057283,0.254905048,0
S019,Software,13,0.425848348,29.63769115,0.402556942,0.291249223,1
S019,Data Representation,6,0.36733163,22.49143469,0.388915126,0.406830689,1
S019,Internet,5,0.777800328,21.47685559,0.046434189,0.096748804,0
S019,Databases,9,0.580444621,23.48896643,0.178969878,0.085907485,0
S019,Algorithms,16,0.629549346,29.08200909,0.195485008,0.227523774,0
S019,Ethics,22,0.872495859,11.38191482,0.247682201,0,0
S020,ICT & Society,14,0.715270828,26.64663333,0.200132323,0.196536771,0
S020,Networking,6,0.653071958,30.30592682,0.147291227,0.288342086,0
S020,Security,15,0.750687134,13.88800066,0.142456049,0.026589208,0
S020,Hardware,15,0.82018047,16.51732954,0.15133528,0.170711856,0
S020,Software,12,0.365152438,29.33677594,0.346340956,0.268217427,1
S020,Data Representation,18,0.700983528,23.94712053,0.235629144,0.294838603,0
S020,Internet,15,0.351827842,29.53734075,0.396341298,0.328038473,1
S020,Databases,3,0.718932977,24.62596707,0.20929607,0.15896933,0
S020,Algorithms,17,0.976341292,21.84214964,0.151296176,0.184448625,0
S020,Ethics,15,1,22.3608513,0.020581206,0.17886163,0
S021,ICT & Society,24,0.26405634,33.91115822,0.39891176,0.398078465,1
S021,Networking,10,0.551585539,26.49237507,0.388612479,0.236862528,0
S021,Security,18,0.517325785,28.53137381,0.339183444,0.282170487,0
S021,Hardware,12,0.471956741,30.56061643,0.286412322,0.352184533,0
S021,Software,18,0.667633652,18.16762806,0.199048872,0.132800861,0
S021,Data Representation,20,0.205843433,37.83297561,0.447429095,0.424904656,1
S021,Internet,21,0.241960098,31.52338007,0.394757142,0.211123145,1
S021,Databases,11,0.557016676,32.52771657,0.329768471,0.261453802,0
S021,Algorithms,21,0.439409853,33.2951271,0.406158672,0.258009589,0
S021,Ethics,22,0.306042588,32.37966553,0.406735636,0.466288658,1
S022,ICT & Society,23,0.337343765,31.45897192,0.416157122,0.365902254,1
S022,Networking,6,0.234099315,33.6867266,0.456560838,0.521455103,1
S022,Security,23,0.38240517,28.26169748,0.365331527,0.350775136,1
S022,Hardware,10,0.62222825,32.17702686,0.321833014,0.274709544,0
S022,Software,19,0.056823604,31.68412311,0.513118145,0.474839654,1
S022,Data Representation,14,0.469360433,33.44434623,0.343998113,0.299020349,0
S022,Internet,19,0,37.75801853,0.500919547,0.526389605,1
S022,Databases,24,0.437840936,33.98627813,0.314464757,0.311870039,1
S022,Algorithms,23,0.321669508,29.40957674,0.368398074,0.376159937,1
S022,Ethics,10,0.555838704,24.77905017,0.262818221,0.238565976,0
S023,ICT & Society,20,0.834060377,28.1289694,0.282766889,0.277849892,0
S023,Networking,18,0.660244654,24.42021767,0.155136158,0.172648243,0
S023,Security,9,0.933660766,23.07795731,0.063787076,0.024095332,0
S023,Hardware,15,0.722643167,22.51766082,0.267201385,0.112039331,0
S023,Software,16,0.685674457,30.37961425,0.180728229,0.200313486,0
S023,Data Representation,4,0.999894346,23.38171478,0.109139693,0,0
S023,Internet,19,0.718390857,17.49734916,0.194738555,0.211407025,0
S023,Databases,5,0.688566574,31.36272046,0.162656828,0.043177857,0
S023,Algorithms,10,0.933592789,31.06859916,0.207232314,0.025154127,0
S023,Ethics,9,0.823850397,34.90729004,0.170430403,0.149947336,0
S024,ICT & Society,15,0.318825073,35.1652282,0.555254867,0.434588065,1
S024,Networking,16,0.550249655,27.49235315,0.340436314,0.406006243,0
S024,Security,14,0.515110718,20.56608558,0.424295799,0.300258946,1
S024,Hardware,13,0.263870917,32.74373121,0.576173306,0.407459853,1
S024,Software,13,0.487061683,26.44310988,0.34747583,0.268546349,1
S024,Data Representation,20,0.331503914,27.43892976,0.273305183,0.361270051,1
S024,Internet,16,0.402367698,41.45400952,0.471965722,0.400036348,1
S024,Databases,17,0.653227707,32.58210636,0.233979612,0.07024634,0
S024,Algorithms,12,0.386303967,26.78076002,0.362262698,0.239718934,0
S024,Ethics,16,0.457841228,24.0386474,0.38548293,0.264893055,0
S025,ICT & Society,23,0.336110158,29.42685235,0.353470637,0.254265703,1
S025,Networking,17,0.272351155,28.68443549,0.400907701,0.494224314,1
S025,Security,17,0.401128522,36.49684771,0.331288331,0.315539968,1
S025,Hardware,21,0,41.56662039,0.475308471,0.47833689,1
S025,Software,9,0.416814266,32.79390214,0.304433021,0.358681684,1
S025,Data Representation,18,0.116328509,35.76592962,0.523467195,0.514883265,1
S025,Internet,18,0.317396939,24.4580067,0.258601411,0.281988331,0
S025,Databases,18,0.445769934,30.88997115,0.34297476,0.29549362,1
S025,Algorithms,14,0.229932102,33.88598392,0.58414808,0.363631566,1
S025,Ethics,19,0.433139365,36.81356933,0.382430595,0.381251337,1
S026,ICT & Society,4,0.859858052,26.26197142,0.166546379,0.120718245,0
S026,Networking,15,0.81193954,27.58904875,0.180772654,0.129548968,0
S026,Security,11,0.890349171,26.34126583,0.100319249,0.156183186,0
S026,Hardware,7,0.470351469,27.92141501,0.400118265,0.25673295,1
S026,Software,19,0.577367397,20.00149277,0.299096239,0.260810511,0
S026,Data Representation,22,0.547305714,26.28641865,0.409587979,0.142582887,0
S026,Internet,21,0.871878493,12.97313618,0.184623124,0.192690406,0
S026,Databases,22,0.742597417,22.62959836,0.271974411,0.247183441,0
S026,Algorithms,21,0.873154249,23.45556552,0.0993124,0.061502579,0
S026,Ethics,8,0.318327522,34.46516786,0.475268361,0.367333394,1
S027,ICT & Society,10,0.203394865,28.59697152,0.471467512,0.362844822,1
S027,Networking,24,0.314698147,37.20929082,0.358487234,0.299826294,1
S027,Security,14,0.201654694,26.28734461,0.402125896,0.386695649,1
S027,Hardware,11,1,22.53914007,0.109211003,0.104630636,0
S027,Software,9,0.195147265,34.39528657,0.527762447,0.474581755,1
S027,Data Representation,11,0.718448008,21.19223494,0.169335529,0.277501459,0
S027,Internet,15,0.056240439,39.35071525,0.405500322,0.397038407,1
S027,Databases,19,0.301836109,28.20336482,0.354249554,0.239809732,1
S027,Algorithms,14,0.556151877,34.72924236,0.296770423,0.308778482,0
S027,Ethics,17,0.781996049,29.6235172,0.204005785,0.241830412,0
S028,ICT & Society,22,0,33.87729472,0.546336401,0.462725713,1
S028,Networking,10,0.029882234,40.03098399,0.448330909,0.502898587,1
S028,Security,11,0.107219957,35.97740374,0.546889856,0.438693778,1
S028,Hardware,24,0.254438036,30.6129792,0.484469963,0.492784814,1
S028,Software,21,0.241104894,31.67036228,0.448025493,0.377522192,1
S028,Data Representation,16,0.183794939,44.14651373,0.541362738,0.349585988,1
S028,Internet,22,0.062081121,35.91448335,0.55952559,0.475798541,1
S028,Databases,9,0.472509212,31.66069015,0.40337198,0.362648606,0
S028,Algorithms,7,0.177392714,39.05774945,0.450721799,0.395447378,1
S028,Ethics,16,0.295744803,39.17779846,0.496025732,0.48870595,1
S029,ICT & Society,19,0.934006258,20.33342715,0.079377879,0.061194438,0
S029,Networking,11,0.846506857,26.02651721,0.17917874,0.195883578,0
S029,Security,17,0.939984168,27.51521043,0.000333113,0.106033634,0
S029,Hardware,10,0.886641118,19.62329526,0.056360495,0.162344848,0
S029,Software,11,0.51504855,28.29265779,0.429472149,0.389963498,0
S029,Data Representation,9,0.207432388,34.67159291,0.411011019,0.397317113,1
S029,Internet,18,0.751491,23.00635884,0.178901871,0.170134524,0
S029,Databases,18,0.960233791,23.54286837,0.114918311,0.228369706,0
S029,Algorithms,16,0.744938762,35.71795562,0.121831353,0.079098658,0
S029,Ethics,3,0.575251243,22.49431873,0.15601679,0.236763851,0
S030,ICT & Society,21,0.222606804,39.70869676,0.478521036,0.437877232,1
S030,Networking,12,0.161256307,35.54198944,0.458160828,0.397493723,1
S030,Security,24,0,40.90240483,0.488212072,0.433136865,1
S030,Hardware,20,0.038147148,44.71711833,0.529068378,0.331475653,1
S030,Software,14,0.047460251,37.34251687,0.434756836,0.410545365,1
S030,Data Representation,7,0.120102059,32.53900141,0.540267229,0.498951713,1
S030,Internet,13,0.002955332,44.11958558,0.614633207,0.475761114,1
S030,Databases,22,0.274035818,38.72505117,0.381018708,0.440018321,1
S030,Algorithms,10,0.316939889,40.22703921,0.334436255,0.356155482,1
S030,Ethics,21,0.231249017,40.84814285,0.416115095,0.426286446,1
S031,ICT & Society,14,0.580062213,35.99756767,0.264588939,0.322689188,0
S031,Networking,17,0.374642289,34.32021524,0.518830325,0.419177477,1
S031,Security,3,1,26.34980947,0.156753235,0.220214525,0
S031,Hardware,16,0,41.75409639,0.521595896,0.517850317,1
S031,Software,19,0.445567912,33.29569113,0.349391711,0.158837533,0
S031,Data Representation,21,0.265357469,36.06338992,0.346515608,0.32318979,1
S031,Internet,18,0.642141682,27.7997651,0.275329937,0.189984343,0
S031,Databases,12,0.254478458,32.1169323,0.469392904,0.416165814,1
S031,Algorithms,20,0.324436189,26.83268026,0.358148171,0.305756205,1
S031,Ethics,13,0.743273309,23.83247866,0.225066517,0.204315468,0
S032,ICT & Society,12,1,15.78620161,0.079836649,0,0
S032,Networking,17,0.736305744,22.18562565,0.246082368,0.098225823,0
S032,Security,7,0.886658788,27.39280337,0.034172888,0.157162501,0
S032,Hardware,14,0.820006959,28.67772216,0.207435677,0.179660053,0
S032,Software,21,0.94374811,26.45750391,0.200722101,0.19627852,0
S032,Data Representation,8,0.897882814,24.58651115,0.17866424,0.131738229,0
S032,Internet,19,0.885408436,20.60147126,0.072437421,0.052821936,0
S032,Databases,24,0.872745919,33.84796799,0.129371193,0.129877927,0
S032,Algorithms,4,0.956454307,16.87636604,0.137918865,0.079057385,0
S032,Ethics,14,0.924301977,18.83709785,0.108884252,0.087000728,0
S033,ICT & Society,19,0.252118421,37.80261769,0.534804194,0.419817213,1
S033,Networking,22,0.811471929,20.06240875,0.110383348,0.123881963,0
S033,Security,11,0,30.93077256,0.466164373,0.458333858,1
S033,Hardware,19,0.589460304,27.20034195,0.287415206,0.346932829,0
S033,Software,20,0.280345207,32.19932455,0.462290031,0.398870575,1
S033,Data Representation,14,0.777905676,34.81149448,0.306988092,0.294599135,0
S033,Internet,8,0.356034185,33.83917122,0.297255299,0.307086208,1
S033,Databases,7,0.757191853,29.05148748,0.306708587,0.144685307,0
S033,Algorithms,12,0.463369935,23.07776335,0.364271746,0.279269006,0
S033,Ethics,8,0.191104956,32.52721943,0.576584531,0.366430137,1
S034,ICT & Society,9,0.557214893,23.93137456,0.183394747,0.119233129,0
S034,Networking,8,0.479425939,31.65683431,0.16871447,0.207031542,0
S034,Security,9,0.385349551,26.94374537,0.473876829,0.332433217,1
S034,Hardware,19,0.572677945,29.44628829,0.300653292,0.230090042,0
S034,Software,17,0.835467168,29.56163305,0.316523589,0.288099976,0
S034,Data Representation,14,0.552470565,32.64833239,0.359251892,0.254353874,0
S034,Internet,20,0.484004982,33.96996915,0.375273439,0.345332197,1
S034,Databases,7,0.475491984,25.25301924,0.274446154,0.214093995,0
S034,Algorithms,17,0.407575493,36.09481829,0.336061808,0.356201269,1
S034,Ethics,18,0.615021921,30.92019483,0.242094685,0.227870384,0
S035,ICT & Society,10,0.295416656,29.14922183,0.450704296,0.290873433,1
S035,Networking,11,0.304000182,24.33183833,0.320983538,0.307700257,0
S035,Security,14,0.219279557,42.01537083,0.422411797,0.400633423,1
S035,Hardware,24,0.176601989,26.24773439,0.381113297,0.311587249,1
S035,Software,20,0.171984727,38.93365565,0.448064777,0.493881839,1
S035,Data Representation,13,0.680768359,17.04506748,0.124298238,0.215623719,0
S035,Internet,12,0.656885946,28.03817564,0.293234888,0.321272357,0
S035,Databases,17,0.206168859,40.92146362,0.447482491,0.56310445,1
S035,Algorithms,24,0.138681483,42.86705294,0.598110661,0.422949921,1
S035,Ethics,8,0.653340522,25.57274729,0.29088329,0.156165527,0
S036,ICT & Society,14,0.913974906,23.67435893,0.120747062,0.004003198,0
S036,Networking,16,0.825104346,24.85756384,0.135515527,0,0
S036,Security,16,0.829931916,27.1866728,0.166974796,0.10540115,0
S036,Hardware,14,0.968445095,22.24233225,0.134875981,0.088042091,0
S036,Software,13,1,24.47807994,0.090133625,0.114790897,0
S036,Data Representation,11,0.961632721,22.29535214,0.202369809,0.176849918,0
S036,Internet,9,0.694723749,26.97391722,0.226096294,0.194120009,0
S036,Databases,3,0.874318768,26.40402898,0.126363479,0,0
S036,Algorithms,14,1,14.17935524,0.144307307,0.044500379,0
S036,Ethics,15,0.987716275,18.83874243,0.058664683,0.169609247,0
S037,ICT & Society,10,0.210503633,34.70628707,0.480236612,0.457248171,1
S037,Networking,5,0.551986963,33.41273842,0.397786247,0.297759597,0
S037,Security,21,0.316045182,29.63624804,0.287866819,0.370144825,1
S037,Hardware,18,0.103934343,36.38487439,0.534328533,0.575384214,1
S037,Software,27,0.315008289,36.75726008,0.451521604,0.565125503,1
S037,Data Representation,24,0.365820582,29.37571522,0.560835464,0.419067418,1
S037,Internet,20,0.746438314,21.1607035,0.159154919,0.04334687,0
S037,Databases,17,0.114327094,34.3637961,0.468847117,0.522081426,1
S037,Algorithms,25,0.131081457,42.0360476,0.492673344,0.460402185,1
S037,Ethics,21,0.395403997,22.72436834,0.423579713,0.273392814,0
S038,ICT & Society,20,0.976548018,23.34242858,0.209085224,0.171228551,0
S038,Networking,8,0.318685955,32.19183756,0.427453797,0.325420143,1
S038,Security,7,0.240940787,35.72500057,0.475938563,0.422518133,1
S038,Hardware,19,0.835420711,21.97991875,0.103535443,0.146902192,0
S038,Software,16,0.557582815,37.01591612,0.433481771,0.334300742,0
S038,Data Representation,15,0.820629096,18.68532135,0.099731536,0.139096701,0
S038,Internet,19,0.494998508,29.32601338,0.330659069,0.328549108,1
S038,Databases,10,0.525143707,31.39601148,0.367723987,0.310856789,0
S038,Algorithms,26,0.445750932,32.76040816,0.372697858,0.32279548,0
S038,Ethics,15,0.684482058,23.21577668,0.321863376,0.152527564,0
S039,ICT & Society,19,0,40.47410835,0.478237245,0.536917854,1
S039,Networking,16,0.150668932,33.76528447,0.387703961,0.430199416,1
S039,Security,17,0.363651722,36.71154882,0.452087261,0.426851656,1
S039,Hardware,14,0.173097635,33.18568145,0.4688883,0.487843256,1
